N_node,Soma_surface,N_stem,Number_of_Nodes,Soma_Surface,Number_of_Stems,Number_of_Bifurcations,Number_of_Branches,Number_of_Tips,Overall_Width,Overall_Height,Overall_Depth,Average_Diameter,Total_Length,Total_Surface,Total_Volume,Max_Euclidean_Distance,Max_Path_Distance,Max_Branch_Order,Average_Contraction,Average_Fragmentation,Average_PD_Ratio,Avg_Bif_Angle_Local,Avg_Bif_Angle_Remote,Hausdorff_Dimension,Name,PlateID,WellID
72.0,7238.229474,3.0,72.0,7238.23,3.0,2.0,5.0,4.0,356.563,281.032,0.0,12.8185,684.22,25799.4,116306.0,300.716,309.815,2.0,0.974837,13.2,0.869739,62.8239,136.077,0.985562,segment_0173_app2.swc,Xu_BA071_CP_2,A03
73.0,5026.548246,3.0,73.0,5026.55,3.0,1.0,3.0,3.0,288.613,551.326,0.0,10.6637,692.739,21501.8,83590.2,528.64,538.151,1.0,0.932565,23.0,0.950285,170.791,122.208,1.01749,segment_0229_app2.swc,Xu_BA071_CP_2,A03
47.0,3631.681108,2.0,47.0,3631.68,2.0,2.0,4.0,3.0,211.444,300.76,0.0,13.4646,443.186,18921.9,81163.8,282.264,290.764,2.0,0.960707,10.5,0.784885,117.422,91.1564,1.01475,segment_0315_app2.swc,Xu_BA071_CP_2,A03
73.0,3631.681108,3.0,73.0,3631.68,3.0,3.0,7.0,5.0,184.798,288.993,0.0,9.63421,677.719,18724.6,63559.5,247.579,271.897,3.0,0.979585,9.28571,0.878541,82.0448,93.6618,1.0008,segment_0008_app2.swc,Xu_BA071_CP_2,A03
31.0,4536.459792,2.0,31.0,4536.46,2.0,1.0,2.0,2.0,74.8203,277.265,0.0,15.1099,289.88,13702.8,64750.4,152.81,153.192,1.0,0.99254,14.0,0.921053,171.369,172.482,0.979679,segment_0046_app2.swc,Xu_BA071_CP_2,A03
114.0,3216.990877,3.0,114.0,3216.99,3.0,2.0,5.0,4.0,525.996,536.141,0.0,10.7017,1098.94,36123.6,109890.0,525.558,588.025,2.0,0.95416,21.6,0.960718,87.0865,105.802,1.0126,segment_0195_app2.swc,Xu_BA071_CP_2,A03
46.0,10568.317687,2.0,46.0,10568.3,2.0,1.0,2.0,2.0,391.106,142.725,0.0,34.5737,442.686,48822.7,443765.0,374.058,405.387,1.0,0.95591,21.5,0.947114,159.333,179.614,0.963927,segment_0432_app2.swc,Xu_BA071_CP_2,A03
37.0,2463.00864,2.0,37.0,2463.01,2.0,1.0,2.0,2.0,217.572,251.535,0.0,11.6523,343.75,12256.9,41712.7,193.716,203.996,1.0,0.973324,17.0,0.964286,178.379,173.769,0.955732,segment_0040_app2.swc,Xu_BA071_CP_2,A03
58.0,5026.548246,3.0,58.0,5026.55,3.0,2.0,5.0,4.0,268.74,211.36,0.0,13.539,539.247,21725.1,99836.0,171.031,173.246,2.0,0.97378,10.4,0.856364,90.3867,108.042,1.00599,segment_0124_app2.swc,Xu_BA071_CP_2,A03
68.0,2123.716634,2.0,68.0,2123.72,2.0,1.0,2.0,2.0,630.548,111.356,0.0,7.66972,659.476,15779.0,39945.2,331.707,335.125,1.0,0.987434,32.5,0.835035,170.892,154.499,0.971624,segment_0018_app2.swc,Xu_BA071_CP_2,A03
79.0,3216.990877,2.0,79.0,3216.99,2.0,1.0,2.0,2.0,697.979,137.237,0.0,8.812,762.389,20404.9,56210.3,376.358,401.259,1.0,0.922022,38.0,0.967356,173.43,166.27,0.955484,segment_0344_app2.swc,Xu_BA071_CP_2,A03
106.0,4536.459792,3.0,106.0,4536.46,3.0,6.0,13.0,8.0,264.199,368.195,0.0,11.8687,978.108,34872.5,133141.0,238.47,297.744,3.0,0.974152,7.07692,0.870217,86.2969,79.8008,1.04693,segment_0271_app2.swc,Xu_BA071_CP_2,A03
32.0,3631.681108,3.0,32.0,3631.68,3.0,3.0,7.0,5.0,130.0,84.0,0.0,13.0192,275.314,11025.0,54918.0,85.1645,94.201,2.0,0.95034,3.42857,0.911445,35.2992,105.388,1.02237,segment_0291_app2.swc,Xu_BA071_CP_2,A03
105.0,4536.459792,3.0,105.0,4536.46,3.0,5.0,11.0,7.0,353.349,314.437,0.0,10.0055,977.645,28210.0,89380.8,241.361,296.651,4.0,0.965341,8.45455,0.924693,70.2581,88.854,1.01977,segment_0122_app2.swc,Xu_BA071_CP_2,A03
85.0,4536.459792,3.0,85.0,4536.46,3.0,3.0,7.0,5.0,235.39,487.455,0.0,11.0073,808.513,27490.2,101061.0,366.945,384.74,2.0,0.980687,11.0,0.865538,97.6086,99.4948,0.978675,segment_0278_app2.swc,Xu_BA071_CP_2,A03
85.0,9852.034562,2.0,85.0,9852.03,2.0,2.0,4.0,3.0,236.464,655.742,0.0,12.546,818.842,30686.5,165186.0,389.246,431.581,2.0,0.953553,20.0,0.882779,117.709,81.0931,1.03306,segment_0220_app2.swc,Xu_BA071_CP_2,A03
44.0,5026.548246,2.0,44.0,5026.55,2.0,1.0,2.0,2.0,184.034,337.079,0.0,16.1876,410.712,20275.2,104857.0,364.852,368.707,1.0,0.981945,20.5,0.925,154.718,108.877,0.97617,segment_0298_app2.swc,Xu_BA071_CP_2,A03
30.0,3216.990877,2.0,30.0,3216.99,2.0,1.0,2.0,2.0,228.559,138.925,0.0,11.5651,274.218,9470.81,32763.2,197.79,203.61,1.0,0.982712,13.5,0.930706,176.884,171.988,0.933367,segment_0017_app2.swc,Xu_BA071_CP_2,A03
37.0,5026.548246,2.0,37.0,5026.55,2.0,2.0,4.0,3.0,130.508,217.007,0.0,14.3046,340.371,14787.2,69351.4,187.832,199.415,2.0,0.976923,8.0,0.779166,117.024,101.894,1.01246,segment_0422_app2.swc,Xu_BA071_CP_2,A03
157.0,4536.459792,3.0,157.0,4536.46,3.0,5.0,11.0,7.0,658.671,398.906,0.0,9.05865,1511.06,40976.2,132419.0,502.384,614.27,3.0,0.96935,13.1818,0.880303,76.3833,94.4271,1.02859,segment_0277_app2.swc,Xu_BA071_CP_2,A03
66.0,2827.433388,2.0,66.0,2827.43,2.0,1.0,2.0,2.0,515.249,336.284,0.0,10.9462,639.013,21812.8,74303.6,500.213,514.976,1.0,0.972803,31.5,0.987407,176.954,158.396,0.990189,segment_0175_app2.swc,Xu_BA071_CP_2,A03
47.0,5541.769441,3.0,47.0,5541.77,3.0,3.0,7.0,5.0,163.0,138.0,0.0,17.2525,419.238,20966.7,105398.0,136.971,140.089,3.0,0.9859,5.57143,0.957168,95.4496,109.027,1.04881,segment_0049_app2.swc,Xu_BA071_CP_2,A03
107.0,5541.769441,3.0,107.0,5541.77,3.0,5.0,11.0,7.0,294.25,388.246,0.0,13.4608,1017.95,42458.5,187549.0,325.933,338.663,3.0,0.9697,8.63636,0.872035,60.7722,74.9295,1.01593,segment_0011_app2.swc,Xu_BA071_CP_2,A03
112.0,2827.433388,4.0,112.0,2827.43,4.0,7.0,16.0,10.0,262.175,272.393,0.0,8.6293,1016.23,25191.1,71899.2,188.122,203.442,3.0,0.981302,5.9375,0.867358,81.6057,85.5216,1.03131,segment_0268_app2.swc,Xu_BA071_CP_2,A03
1.0,51471.854036,0.0,1.0,51471.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0183_app2.swc,Xu_BA071_CP_2,A03
119.0,2123.716634,3.0,119.0,2123.72,3.0,1.0,3.0,3.0,642.867,434.574,0.0,6.28424,1158.71,22140.1,41904.8,423.587,478.431,1.0,0.935003,38.3333,0.883841,114.657,57.4793,1.01348,segment_0281_app2.swc,Xu_BA071_CP_2,A03
74.0,3216.990877,2.0,74.0,3216.99,2.0,2.0,4.0,3.0,188.858,438.162,0.0,11.5801,703.746,24617.2,91586.2,371.126,390.374,2.0,0.983368,17.25,0.991655,109.949,107.493,0.986868,segment_0313_app2.swc,Xu_BA071_CP_2,A03
12.0,4536.459792,1.0,12.0,4536.46,1.0,0.0,1.0,1.0,76.0636,78.8107,0.0,15.7093,109.823,5913.78,28025.9,109.53,109.823,1.0,0.997327,10.0,0.789474,,,0.947533,segment_0056_app2.swc,Xu_BA071_CP_2,A03
136.0,5541.769441,3.0,136.0,5541.77,3.0,8.0,17.0,10.0,469.362,251.4,0.0,12.8398,1260.39,48453.7,212495.0,396.646,494.583,5.0,0.958535,6.94118,0.925343,60.1869,85.9977,1.05756,segment_0267_app2.swc,Xu_BA071_CP_2,A03
144.0,4071.504079,4.0,144.0,4071.5,4.0,8.0,18.0,11.0,355.625,537.048,0.0,8.49052,1342.28,33836.3,90839.8,480.173,522.893,5.0,0.986976,6.94444,0.817621,79.6787,85.1598,1.06439,segment_0193_app2.swc,Xu_BA071_CP_2,A03
110.0,10568.317687,3.0,110.0,10568.3,3.0,4.0,9.0,6.0,391.222,433.125,0.0,15.5846,1036.83,47975.4,275263.0,386.663,419.739,4.0,0.980758,11.1111,0.878683,91.0179,83.9433,1.00681,segment_0165_app2.swc,Xu_BA071_CP_2,A03
114.0,6082.123377,3.0,114.0,6082.12,3.0,5.0,11.0,7.0,506.015,219.277,0.0,12.6919,1073.44,41691.6,182547.0,297.693,328.487,3.0,0.975132,9.27273,0.887485,61.4177,93.3201,1.04539,segment_0001_app2.swc,Xu_BA071_CP_2,A03
57.0,3216.990877,3.0,57.0,3216.99,3.0,2.0,5.0,4.0,317.616,215.96,0.0,10.8259,532.276,17513.8,61884.8,204.51,210.5,2.0,0.976014,10.2,0.838082,95.2965,107.14,0.976347,segment_0059_app2.swc,Xu_BA071_CP_2,A03
83.0,12867.963509,3.0,83.0,12868.0,3.0,3.0,7.0,5.0,225.078,399.619,0.0,16.1254,781.637,37698.5,247151.0,279.749,325.687,2.0,0.968316,10.7143,0.92782,72.5937,77.645,1.02037,segment_0354_app2.swc,Xu_BA071_CP_2,A03
39.0,6082.123377,3.0,39.0,6082.12,3.0,1.0,3.0,3.0,207.661,164.774,0.0,13.739,370.145,15847.1,75990.6,147.205,148.83,1.0,0.963029,11.6667,0.83312,133.647,178.085,0.922174,segment_0424_app2.swc,Xu_BA071_CP_2,A03
20.0,5026.548246,1.0,20.0,5026.55,1.0,0.0,1.0,1.0,90.112,155.006,0.0,19.8133,189.353,12406.0,67070.5,177.807,189.353,1.0,0.939023,18.0,0.856655,,,0.966443,segment_0434_app2.swc,Xu_BA071_CP_2,A03
80.0,4071.504079,2.0,80.0,4071.5,2.0,3.0,6.0,4.0,501.412,390.26,0.0,13.6445,763.184,32047.5,142971.0,566.396,585.914,3.0,0.983772,12.1667,0.889801,100.394,95.3413,1.01939,segment_0200_app2.swc,Xu_BA071_CP_2,A03
26.0,2827.433388,3.0,26.0,2827.43,3.0,1.0,3.0,3.0,82.8535,137.719,0.0,12.5481,232.899,8935.0,32060.2,84.6538,84.9155,1.0,0.986451,7.33333,0.853131,111.558,60.0566,1.02385,segment_0102_app2.swc,Xu_BA071_CP_2,A03
34.0,6647.610055,3.0,34.0,6647.61,3.0,3.0,7.0,5.0,86.6298,142.456,0.0,18.6419,287.953,16528.7,109459.0,103.301,124.906,2.0,0.969892,3.71429,0.871384,90.4782,56.881,1.00995,segment_0230_app2.swc,Xu_BA071_CP_2,A03
58.0,11309.733553,2.0,58.0,11309.7,2.0,2.0,4.0,3.0,159.257,409.934,0.0,18.51,546.551,29905.7,190363.0,372.89,393.64,2.0,0.954851,13.25,0.90205,97.3401,76.7508,0.951157,segment_0145_app2.swc,Xu_BA071_CP_2,A03
77.0,4536.459792,3.0,77.0,4536.46,3.0,2.0,5.0,4.0,435.892,268.16,0.0,9.5319,730.867,20884.8,63793.8,266.297,282.704,2.0,0.974583,14.2,0.874671,99.3189,58.4681,1.02721,segment_0247_app2.swc,Xu_BA071_CP_2,A03
1.0,5541.769441,0.0,1.0,5541.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0079_app2.swc,Xu_BA071_CP_2,A03
12.0,12076.28216,1.0,12.0,12076.3,1.0,0.0,1.0,1.0,71.8533,80.9089,0.0,20.6275,109.508,7746.33,56218.0,108.209,109.508,1.0,0.988137,10.0,0.834545,,,0.947533,segment_0132_app2.swc,Xu_BA071_CP_2,A03
26.0,4536.459792,2.0,26.0,4536.46,2.0,1.0,2.0,2.0,226.04,49.5208,0.0,13.9741,238.378,10172.9,49956.5,184.347,186.177,1.0,0.985578,11.5,0.947368,156.3,145.593,0.908925,segment_0392_app2.swc,Xu_BA071_CP_2,A03
32.0,6647.610055,3.0,32.0,6647.61,3.0,1.0,3.0,3.0,202.929,157.929,0.0,15.6445,297.113,14162.3,78836.4,173.776,174.071,1.0,0.995586,9.33333,0.873815,115.803,116.703,0.948082,segment_0066_app2.swc,Xu_BA071_CP_2,A03
1.0,205887.416146,0.0,1.0,205887.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0031_app2.swc,Xu_BA071_CP_2,A03
69.0,7238.229474,3.0,69.0,7238.23,3.0,2.0,5.0,4.0,143.395,502.672,0.0,21.7993,648.565,43523.3,265219.0,282.55,285.305,2.0,0.977179,12.6,0.926646,99.9815,97.2349,0.98957,segment_0404_app2.swc,Xu_BA071_CP_2,A03
148.0,2827.433388,3.0,148.0,2827.43,3.0,4.0,9.0,6.0,504.99,413.547,0.0,7.90491,1409.93,32789.8,76481.4,475.646,525.252,3.0,0.9341,15.3333,0.910283,87.37,92.2038,1.01186,segment_0155_app2.swc,Xu_BA071_CP_2,A03
34.0,2463.00864,2.0,34.0,2463.01,2.0,3.0,6.0,4.0,108.929,204.929,0.0,15.7897,301.022,14747.7,69137.2,153.428,155.53,3.0,0.98868,4.5,0.87017,95.0516,95.7897,0.963,segment_0076_app2.swc,Xu_BA071_CP_2,A03
12.0,2514.612195,1.0,12.0,2514.61,1.0,0.0,1.0,1.0,102.656,35.6824,0.0,7.20546,109.277,2700.92,7148.08,108.68,109.277,1.0,0.994543,10.0,0.706919,,,0.92899,segment_0080_app2.swc,Xu_BA071_CP_2,A03
113.0,6082.123377,3.0,113.0,6082.12,3.0,5.0,11.0,7.0,352.161,637.653,0.0,10.0299,1078.98,33595.5,113644.0,507.329,543.848,3.0,0.971148,9.18182,0.839644,73.9396,65.2914,1.03398,segment_0248_app2.swc,Xu_BA071_CP_2,A03
44.0,3216.990877,2.0,44.0,3216.99,2.0,2.0,4.0,3.0,129.512,305.082,0.0,12.656,402.335,14919.9,59081.3,161.121,165.144,2.0,0.988411,9.75,0.944569,108.545,104.189,0.964459,segment_0258_app2.swc,Xu_BA071_CP_2,A03
8.0,15393.804003,1.0,8.0,15393.8,1.0,0.0,1.0,1.0,62.482,21.9503,0.0,35.4672,69.4448,8851.73,119136.0,66.0097,69.4448,1.0,0.950534,6.0,1.02857,,,0.917538,segment_0364_app2.swc,Xu_BA071_CP_2,A03
68.0,3631.681108,3.0,68.0,3631.68,3.0,1.0,3.0,3.0,270.641,511.636,0.0,10.8873,654.843,22074.3,71234.6,431.848,445.495,1.0,0.956905,21.3333,0.811455,152.465,163.07,0.953671,segment_0303_app2.swc,Xu_BA071_CP_2,A03
112.0,2827.433388,2.0,112.0,2827.43,2.0,2.0,4.0,3.0,374.041,641.86,0.0,8.26963,1094.61,28098.8,71591.1,596.264,678.656,2.0,0.966237,26.75,0.974014,108.46,71.739,1.02587,segment_0333_app2.swc,Xu_BA071_CP_2,A03
53.0,12076.28216,3.0,53.0,12076.3,3.0,2.0,5.0,4.0,272.433,195.625,0.0,23.1411,484.624,32177.1,248232.0,195.848,199.054,2.0,0.986507,9.4,0.979448,77.8801,77.5101,0.976798,segment_0112_app2.swc,Xu_BA071_CP_2,A03
27.0,5541.769441,3.0,27.0,5541.77,3.0,1.0,3.0,3.0,140.0,113.527,0.0,14.8661,246.973,11198.8,54770.7,84.2003,84.588,1.0,0.957866,7.66667,0.836544,99.6263,127.311,1.06817,segment_0257_app2.swc,Xu_BA071_CP_2,A03
90.0,7853.981634,3.0,90.0,7853.98,3.0,2.0,5.0,4.0,371.837,338.343,0.0,18.8138,866.963,50863.0,288606.0,310.154,474.413,2.0,0.933225,16.8,0.832556,101.611,123.341,1.0525,segment_0210_app2.swc,Xu_BA071_CP_2,A03
82.0,1809.557368,2.0,82.0,1809.56,2.0,1.0,2.0,2.0,754.385,167.709,0.0,7.33724,796.265,18074.4,45482.5,494.206,513.047,1.0,0.974372,39.5,0.918317,176.389,170.293,0.940956,segment_0162_app2.swc,Xu_BA071_CP_2,A03
19.0,3631.681108,2.0,19.0,3631.68,2.0,1.0,2.0,2.0,144.917,68.4228,0.0,20.947,163.918,10773.0,60417.5,90.5444,92.8972,1.0,0.983605,8.0,1.02502,166.509,168.646,0.902703,segment_0051_app2.swc,Xu_BA071_CP_2,A03
58.0,1809.557368,2.0,58.0,1809.56,2.0,1.0,2.0,2.0,500.157,124.81,0.0,8.34836,555.589,14238.6,36350.9,333.494,345.685,1.0,0.955515,27.5,0.958333,180.0,140.746,1.02024,segment_0090_app2.swc,Xu_BA071_CP_2,A03
47.0,2123.716634,2.0,47.0,2123.72,2.0,1.0,2.0,2.0,207.797,367.812,0.0,9.9184,446.054,13629.8,42035.1,252.035,256.269,1.0,0.981919,22.0,0.989912,168.927,148.924,1.00157,segment_0382_app2.swc,Xu_BA071_CP_2,A03
54.0,4071.504079,2.0,54.0,4071.5,2.0,2.0,4.0,3.0,275.096,362.482,0.0,17.3204,504.297,26828.1,136031.0,385.78,390.751,2.0,0.990113,12.25,0.983106,108.66,118.058,0.975706,segment_0289_app2.swc,Xu_BA071_CP_2,A03
76.0,3631.681108,2.0,76.0,3631.68,2.0,2.0,4.0,3.0,613.543,225.086,0.0,11.5656,732.618,26148.1,103917.0,344.529,374.67,2.0,0.967249,17.75,1.02552,141.409,135.908,0.990689,segment_0353_app2.swc,Xu_BA071_CP_2,A03
142.0,4536.459792,3.0,142.0,4536.46,3.0,6.0,13.0,8.0,463.523,348.75,0.0,9.0606,1345.97,36490.7,103860.0,290.067,341.138,4.0,0.973355,9.84615,0.818321,79.5942,72.1054,1.02373,segment_0286_app2.swc,Xu_BA071_CP_2,A03
71.0,7238.229474,3.0,71.0,7238.23,3.0,1.0,3.0,3.0,188.639,421.744,0.0,21.6468,672.555,44509.7,263312.0,356.049,410.377,1.0,0.923007,22.3333,0.976719,126.06,71.6452,0.941565,segment_0260_app2.swc,Xu_BA071_CP_2,A03
9.0,4342.086911,1.0,9.0,4342.09,1.0,1.0,3.0,2.0,43.5428,23.6359,0.0,13.7997,65.6899,2982.49,14674.2,49.5442,50.544,2.0,0.990749,1.66667,0.878743,68.8522,40.0126,,segment_0069_app2.swc,Xu_BA071_CP_2,A03
78.0,4071.504079,3.0,78.0,4071.5,3.0,1.0,3.0,3.0,547.164,303.458,0.0,10.3679,749.677,23502.0,77164.0,490.909,506.583,1.0,0.977622,24.6667,0.891011,116.629,107.574,1.01067,segment_0184_app2.swc,Xu_BA071_CP_2,A03
55.0,6647.610055,2.0,55.0,6647.61,2.0,3.0,6.0,4.0,321.424,214.921,0.0,17.2908,501.863,26412.3,157470.0,345.299,368.766,2.0,0.978918,8.0,0.850911,107.381,127.602,1.00457,segment_0304_app2.swc,Xu_BA071_CP_2,A03
35.0,8494.866535,1.0,35.0,8494.87,1.0,0.0,1.0,1.0,115.04,271.615,0.0,19.6077,338.358,21442.6,130229.0,288.798,338.358,1.0,0.853529,33.0,0.961538,,,1.00538,segment_0433_app2.swc,Xu_BA071_CP_2,A03
51.0,6082.123377,3.0,51.0,6082.12,3.0,1.0,3.0,3.0,278.929,165.91,0.0,17.4681,490.336,26934.9,152326.0,234.144,241.925,1.0,0.91893,15.6667,0.909582,95.0821,53.4366,0.994555,segment_0414_app2.swc,Xu_BA071_CP_2,A03
23.0,4071.504079,3.0,23.0,4071.5,3.0,2.0,5.0,4.0,97.8815,87.0,0.0,14.842,201.096,9200.24,44528.3,67.0155,73.9896,2.0,0.99622,3.4,0.802541,102.55,99.7647,1.02975,segment_0021_app2.swc,Xu_BA071_CP_2,A03
29.0,3631.681108,2.0,29.0,3631.68,2.0,1.0,2.0,2.0,202.0,87.0,0.0,11.129,268.024,9111.11,29477.2,163.135,171.139,1.0,0.973767,13.0,0.868441,113.874,99.4048,0.953445,segment_0374_app2.swc,Xu_BA071_CP_2,A03
14.0,11323.385305,1.0,14.0,11323.4,1.0,0.0,1.0,1.0,110.457,30.0397,0.0,16.7721,128.931,7285.71,61643.1,113.656,128.931,1.0,0.881528,12.0,0.930205,,,0.953445,segment_0009_app2.swc,Xu_BA071_CP_2,A03
51.0,2123.716634,2.0,51.0,2123.72,2.0,1.0,2.0,2.0,408.138,234.785,0.0,9.80995,484.035,14527.3,41535.3,298.044,301.005,1.0,0.976793,24.0,0.991315,178.418,165.528,0.979013,segment_0323_app2.swc,Xu_BA071_CP_2,A03
83.0,3216.990877,3.0,83.0,3216.99,3.0,3.0,7.0,5.0,491.803,315.821,0.0,8.20581,781.881,19332.2,53547.7,330.83,369.512,2.0,0.982558,10.7143,0.825903,93.1381,93.5485,1.04929,segment_0238_app2.swc,Xu_BA071_CP_2,A03
62.0,4536.459792,3.0,62.0,4536.46,3.0,3.0,7.0,5.0,264.578,377.187,0.0,11.4792,569.889,19034.3,69828.8,358.136,364.416,2.0,0.978848,7.71429,0.871802,80.1006,91.9185,1.01542,segment_0172_app2.swc,Xu_BA071_CP_2,A03
125.0,3631.681108,3.0,125.0,3631.68,3.0,2.0,5.0,4.0,418.387,714.374,0.0,9.03937,1208.15,32776.6,93363.8,562.904,583.88,2.0,0.980779,23.8,0.907294,102.225,112.602,1.003,segment_0299_app2.swc,Xu_BA071_CP_2,A03
60.0,3216.990877,3.0,60.0,3216.99,3.0,1.0,3.0,3.0,463.404,101.544,0.0,8.97843,573.335,15519.1,48813.4,339.286,357.242,1.0,0.970005,18.6667,0.914802,135.062,168.925,1.01575,segment_0006_app2.swc,Xu_BA071_CP_2,A03
37.0,5541.769441,2.0,37.0,5541.77,2.0,3.0,6.0,4.0,178.886,164.866,0.0,18.1542,328.115,18584.1,101586.0,124.564,136.792,3.0,0.980364,5.0,0.930961,77.1288,104.617,0.966443,segment_0019_app2.swc,Xu_BA071_CP_2,A03
93.0,4536.459792,2.0,93.0,4536.46,2.0,3.0,6.0,4.0,690.955,325.943,0.0,11.9937,899.787,33143.7,161376.0,527.467,562.695,2.0,0.980566,14.3333,0.878876,92.2219,86.9258,1.04017,segment_0237_app2.swc,Xu_BA071_CP_2,A03
23.0,2123.716634,2.0,23.0,2123.72,2.0,1.0,2.0,2.0,210.849,37.2237,0.0,11.3734,216.684,8028.3,27484.6,136.075,137.975,1.0,0.990762,10.0,0.884046,176.16,173.66,0.932535,segment_0142_app2.swc,Xu_BA071_CP_2,A03
75.0,4536.459792,3.0,75.0,4536.46,3.0,2.0,5.0,4.0,356.07,250.925,0.0,9.29866,710.254,19684.6,62350.8,200.833,281.403,2.0,0.940285,13.8,0.797066,133.501,157.345,1.01874,segment_0227_app2.swc,Xu_BA071_CP_2,A03
75.0,6082.123377,3.0,75.0,6082.12,3.0,7.0,15.0,9.0,297.311,226.234,0.0,14.121,659.852,27481.0,141016.0,249.333,256.506,5.0,0.994363,3.93333,0.831527,67.8,70.5437,1.04632,segment_0135_app2.swc,Xu_BA071_CP_2,A03
738.0,597204.197077,2.0,738.0,597204.0,2.0,22.0,45.0,24.0,925.326,941.986,0.0,145.6,7137.3,3.25564,1.86851,975.951,1702.16,9.0,0.935318,15.3778,0.992901,53.1732,59.5071,1.1419,segment_0016_app2.swc,Xu_BA071_CP_2,A03
64.0,3216.990877,3.0,64.0,3216.99,3.0,1.0,3.0,3.0,237.706,363.288,0.0,9.60698,614.535,18143.9,52346.6,225.971,236.442,1.0,0.971306,20.0,0.784352,135.033,132.27,1.00941,segment_0314_app2.swc,Xu_BA071_CP_2,A03
67.0,3216.990877,2.0,67.0,3216.99,2.0,1.0,2.0,2.0,518.264,261.091,0.0,10.2201,644.397,20158.7,65648.2,346.332,352.414,1.0,0.980593,32.0,0.9574,170.409,122.939,0.991929,segment_0270_app2.swc,Xu_BA071_CP_2,A03
110.0,5541.769441,4.0,110.0,5541.77,4.0,4.0,10.0,7.0,332.096,334.141,0.0,11.0477,1030.87,34151.0,119615.0,226.221,229.6,3.0,0.971558,9.9,0.799618,77.1202,90.6774,1.03583,segment_0240_app2.swc,Xu_BA071_CP_2,A03
49.0,11492.021784,1.0,49.0,11492.0,1.0,1.0,3.0,2.0,326.796,275.446,0.0,20.5937,466.257,29526.6,201402.0,399.101,423.998,2.0,0.975638,15.0,0.962401,47.2329,118.645,0.955497,segment_0097_app2.swc,Xu_BA071_CP_2,A03
41.0,5541.769441,2.0,41.0,5541.77,2.0,1.0,2.0,2.0,66.2209,352.37,0.0,21.2849,379.05,24773.4,144296.0,227.102,229.768,1.0,0.989995,19.0,1.01444,134.82,138.959,0.932109,segment_0296_app2.swc,Xu_BA071_CP_2,A03
101.0,4536.459792,4.0,101.0,4536.46,4.0,4.0,10.0,7.0,280.875,392.952,0.0,10.7919,957.579,30830.4,107085.0,281.871,303.119,3.0,0.980266,9.0,0.811906,94.1368,96.6424,0.998844,segment_0098_app2.swc,Xu_BA071_CP_2,A03
85.0,9160.884178,2.0,85.0,9160.88,2.0,4.0,8.0,5.0,356.36,403.778,0.0,17.9448,802.465,44028.9,271546.0,481.243,504.768,4.0,0.979343,9.5,0.979418,79.5937,106.288,1.08232,segment_0125_app2.swc,Xu_BA071_CP_2,A03
107.0,2827.433388,3.0,107.0,2827.43,3.0,2.0,5.0,4.0,425.516,406.094,0.0,7.8218,1019.4,23793.0,56145.1,329.093,364.684,2.0,0.901499,20.2,0.983216,101.837,103.721,0.997992,segment_0194_app2.swc,Xu_BA071_CP_2,A03
39.0,4536.459792,3.0,39.0,4536.46,3.0,4.0,9.0,6.0,151.929,105.0,0.0,13.7052,336.152,13431.8,56745.0,114.642,120.198,3.0,0.985597,3.22222,0.831764,95.6557,93.5278,1.0,segment_0217_app2.swc,Xu_BA071_CP_2,A03
60.0,2827.433388,3.0,60.0,2827.43,3.0,3.0,7.0,5.0,211.337,266.465,0.0,10.4679,542.001,16016.5,50316.3,205.437,210.171,2.0,0.975358,7.42857,0.881259,100.544,90.8141,0.976347,segment_0343_app2.swc,Xu_BA071_CP_2,A03
65.0,7853.981634,3.0,65.0,7853.98,3.0,2.0,5.0,4.0,387.611,319.431,0.0,18.8599,605.07,33516.7,187318.0,430.363,438.919,2.0,0.991253,11.8,0.92135,126.104,144.789,0.993588,segment_0324_app2.swc,Xu_BA071_CP_2,A03
25.0,12470.643821,1.0,25.0,12470.6,1.0,1.0,3.0,2.0,91.2951,180.368,0.0,15.6787,238.375,12225.5,68037.5,197.535,198.811,2.0,0.985907,7.0,0.809741,26.1523,67.3062,0.985993,segment_0228_app2.swc,Xu_BA071_CP_2,A03
97.0,5541.769441,4.0,97.0,5541.77,4.0,5.0,12.0,8.0,278.145,236.719,0.0,14.2286,895.391,37505.2,171081.0,178.079,185.824,3.0,0.978108,7.0,0.894778,66.5467,83.9314,1.0,segment_0088_app2.swc,Xu_BA071_CP_2,A03
31.0,3216.990877,2.0,31.0,3216.99,2.0,1.0,2.0,2.0,132.723,220.584,0.0,12.8372,283.823,11056.0,41160.2,152.217,154.57,1.0,0.97568,14.0,0.914359,179.633,131.843,0.980763,segment_0041_app2.swc,Xu_BA071_CP_2,A03
22.0,7853.981634,2.0,22.0,7853.98,2.0,1.0,2.0,2.0,151.782,79.2458,0.0,23.3623,193.05,13730.4,96362.2,107.373,111.343,1.0,0.98116,9.5,0.937204,122.169,129.507,0.839036,segment_0061_app2.swc,Xu_BA071_CP_2,A03
