N_node,Soma_surface,N_stem,Number_of_Nodes,Soma_Surface,Number_of_Stems,Number_of_Bifurcations,Number_of_Branches,Number_of_Tips,Overall_Width,Overall_Height,Overall_Depth,Average_Diameter,Total_Length,Total_Surface,Total_Volume,Max_Euclidean_Distance,Max_Path_Distance,Max_Branch_Order,Average_Contraction,Average_Fragmentation,Average_PD_Ratio,Avg_Bif_Angle_Local,Avg_Bif_Angle_Remote,Hausdorff_Dimension,Name,PlateID,WellID
48.0,2463.00864,3.0,48.0,2463.01,3.0,1.0,3.0,3.0,374.782,94.1679,0.0,10.4608,453.442,14545.2,49789.9,340.932,347.322,1.0,0.990339,14.6667,0.927262,152.767,147.37,0.995109,segment_0064_app2.swc,Xu_BA071_CP_2,A01
90.0,2827.433388,2.0,90.0,2827.43,2.0,1.0,2.0,2.0,490.565,476.707,0.0,8.18933,877.034,22221.8,55078.8,428.736,544.865,1.0,0.885205,43.5,0.933333,178.823,125.797,0.998697,segment_0359_app2.swc,Xu_BA071_CP_2,A01
39.0,2463.00864,2.0,39.0,2463.01,2.0,2.0,4.0,3.0,313.117,74.0079,0.0,10.3688,364.089,11592.9,42946.7,167.317,181.342,2.0,0.968711,8.5,0.993818,110.372,97.8693,0.961091,segment_0265_app2.swc,Xu_BA071_CP_2,A01
77.0,12867.963509,1.0,77.0,12868.0,1.0,0.0,1.0,1.0,494.476,514.877,0.0,47.3357,758.048,114207.0,1.38137,713.866,758.048,1.0,0.941717,75.0,0.874728,,,0.983285,segment_0366_app2.swc,Xu_BA071_CP_2,A01
71.0,2123.716634,2.0,71.0,2123.72,2.0,1.0,2.0,2.0,467.701,491.404,0.0,9.88664,683.986,20825.0,57307.4,398.138,399.636,1.0,0.992073,34.0,0.99535,176.836,174.913,0.975321,segment_0130_app2.swc,Xu_BA071_CP_2,A01
80.0,2827.433388,3.0,80.0,2827.43,3.0,1.0,3.0,3.0,242.244,525.01,0.0,10.9791,774.67,26385.4,81683.8,453.478,462.052,1.0,0.919252,25.3333,0.903311,134.534,98.8106,0.996702,segment_0275_app2.swc,Xu_BA071_CP_2,A01
75.0,3631.681108,2.0,75.0,3631.68,2.0,5.0,10.0,6.0,301.847,270.879,0.0,8.82377,681.687,18075.2,50654.1,214.194,238.998,5.0,0.969051,6.4,0.81681,90.4653,105.572,0.989242,segment_0349_app2.swc,Xu_BA071_CP_2,A01
188.0,7238.229474,4.0,188.0,7238.23,4.0,7.0,17.0,11.0,574.558,504.283,0.0,11.8535,1779.89,62608.2,251304.0,521.26,581.086,4.0,0.928276,10.0,0.88804,71.8569,81.1341,1.10529,segment_0191_app2.swc,Xu_BA071_CP_2,A01
66.0,3631.681108,3.0,66.0,3631.68,3.0,3.0,7.0,5.0,155.281,301.326,0.0,10.4121,603.003,18410.0,62429.7,176.566,191.817,3.0,0.976374,8.28571,0.83986,98.5646,104.955,1.01924,segment_0293_app2.swc,Xu_BA071_CP_2,A01
1.0,135917.864565,0.0,1.0,135918.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0003_app2.swc,Xu_BA071_CP_2,A01
37.0,2827.433388,2.0,37.0,2827.43,2.0,2.0,4.0,3.0,160.593,234.999,0.0,16.2364,334.063,16946.9,80348.8,222.539,224.593,2.0,0.987252,8.0,0.923602,108.733,104.097,1.0,segment_0232_app2.swc,Xu_BA071_CP_2,A01
66.0,8494.866535,2.0,66.0,8494.87,2.0,3.0,6.0,4.0,154.06,326.132,0.0,16.0426,616.482,29270.7,188742.0,278.315,294.163,3.0,0.973357,9.83333,0.869912,70.326,73.221,0.99745,segment_0178_app2.swc,Xu_BA071_CP_2,A01
25.0,7238.229474,3.0,25.0,7238.23,3.0,1.0,3.0,3.0,100.929,123.0,0.0,24.5989,219.878,16590.5,123569.0,77.5673,80.2077,1.0,0.973155,7.0,0.922629,65.3512,62.4393,0.975753,segment_0311_app2.swc,Xu_BA071_CP_2,A01
38.0,7238.229474,2.0,38.0,7238.23,2.0,1.0,2.0,2.0,33.1199,352.966,0.0,21.1096,360.315,23931.3,145408.0,262.645,265.831,1.0,0.991502,17.5,0.948015,180.0,162.195,0.919755,segment_0331_app2.swc,Xu_BA071_CP_2,A01
145.0,4071.504079,2.0,145.0,4071.5,2.0,4.0,8.0,5.0,1123.61,245.021,0.0,10.2557,1400.9,43878.1,159812.0,949.634,960.991,3.0,0.972567,17.0,0.876408,84.1598,85.3647,1.04074,segment_0120_app2.swc,Xu_BA071_CP_2,A01
84.0,3631.681108,3.0,84.0,3631.68,3.0,3.0,7.0,5.0,237.832,418.288,0.0,8.75884,780.856,19950.5,57047.9,361.765,412.83,3.0,0.987548,10.8571,0.866962,87.8043,109.778,0.981671,segment_0222_app2.swc,Xu_BA071_CP_2,A01
66.0,5026.548246,2.0,66.0,5026.55,2.0,2.0,4.0,3.0,483.615,279.559,0.0,12.0653,631.571,23201.7,93425.3,409.361,428.85,2.0,0.977055,15.25,0.879836,98.0341,140.732,0.971079,segment_0168_app2.swc,Xu_BA071_CP_2,A01
62.0,4071.504079,2.0,62.0,4071.5,2.0,1.0,2.0,2.0,238.625,307.436,0.0,11.4785,597.463,21177.6,87479.4,285.444,399.534,1.0,0.849402,29.5,1.0,179.046,77.1893,0.96705,segment_0013_app2.swc,Xu_BA071_CP_2,A01
59.0,8494.866535,3.0,59.0,8494.87,3.0,2.0,5.0,4.0,260.918,328.826,0.0,15.6676,549.016,25381.7,149460.0,337.6,339.565,2.0,0.979356,10.6,0.950024,83.2637,88.8247,1.02112,segment_0356_app2.swc,Xu_BA071_CP_2,A01
40.0,3631.681108,2.0,40.0,3631.68,2.0,1.0,2.0,2.0,344.143,80.7812,0.0,10.1087,375.762,11366.7,37127.5,226.226,232.165,1.0,0.982252,18.5,0.955926,176.932,141.274,0.986259,segment_0157_app2.swc,Xu_BA071_CP_2,A01
62.0,4071.504079,2.0,62.0,4071.5,2.0,3.0,6.0,4.0,158.631,343.776,0.0,11.9426,581.804,20994.4,85127.2,280.061,284.099,2.0,0.976634,9.16667,0.873321,103.087,99.5149,0.995569,segment_0054_app2.swc,Xu_BA071_CP_2,A01
31.0,2123.716634,2.0,31.0,2123.72,2.0,3.0,6.0,4.0,152.0,158.178,0.0,11.1925,262.7,9218.19,32148.1,171.184,178.927,3.0,0.986963,4.0,0.896849,107.996,108.452,0.958769,segment_0167_app2.swc,Xu_BA071_CP_2,A01
15.0,2463.00864,2.0,15.0,2463.01,2.0,1.0,2.0,2.0,54.0,59.9375,0.0,10.1359,126.57,3735.25,11641.7,63.2398,66.4987,1.0,0.974349,6.0,0.857143,63.3391,58.1657,1.04182,segment_0177_app2.swc,Xu_BA071_CP_2,A01
86.0,11021.461936,1.0,86.0,11021.5,1.0,0.0,1.0,1.0,644.44,292.681,0.0,40.6576,846.379,109427.0,1.17819,664.228,846.379,1.0,0.784788,84.0,0.979227,,,0.978194,segment_0369_app2.swc,Xu_BA071_CP_2,A01
69.0,2827.433388,3.0,69.0,2827.43,3.0,4.0,9.0,6.0,359.402,144.223,0.0,9.20613,637.855,17795.3,52231.0,273.983,276.603,2.0,0.98389,6.55556,0.853075,94.5545,80.9748,1.07034,segment_0380_app2.swc,Xu_BA071_CP_2,A01
114.0,2827.433388,2.0,114.0,2827.43,2.0,4.0,8.0,5.0,293.558,571.982,0.0,8.48127,1079.76,27401.0,77467.2,363.853,436.194,3.0,0.954283,13.125,0.840421,84.9602,63.0709,1.01268,segment_0301_app2.swc,Xu_BA071_CP_2,A01
70.0,8494.866535,2.0,70.0,8494.87,2.0,1.0,2.0,2.0,616.035,129.859,0.0,23.4522,674.361,49286.8,324649.0,530.472,538.759,1.0,0.988992,33.5,0.978073,166.278,128.119,1.00011,segment_0409_app2.swc,Xu_BA071_CP_2,A01
30.0,3631.681108,2.0,30.0,3631.68,2.0,1.0,2.0,2.0,243.561,91.6979,0.0,11.7986,278.914,10129.9,36058.8,147.877,148.18,1.0,0.984345,13.5,0.90595,140.647,133.475,0.965369,segment_0044_app2.swc,Xu_BA071_CP_2,A01
45.0,5026.548246,2.0,45.0,5026.55,2.0,1.0,2.0,2.0,103.117,377.591,0.0,10.6467,427.235,13687.6,46752.8,216.574,217.767,1.0,0.985234,21.0,0.925,147.768,127.834,0.963,segment_0147_app2.swc,Xu_BA071_CP_2,A01
61.0,2463.00864,2.0,61.0,2463.01,2.0,2.0,4.0,3.0,352.352,276.516,0.0,8.95533,586.985,16584.2,48653.6,250.777,334.945,2.0,0.966202,14.0,0.870816,124.966,146.14,0.955927,segment_0181_app2.swc,Xu_BA071_CP_2,A01
18.0,6082.123377,1.0,18.0,6082.12,1.0,0.0,1.0,1.0,41.7053,151.634,0.0,15.5503,169.121,8744.1,43185.9,153.255,169.121,1.0,0.906182,16.0,0.851041,,,0.879496,segment_0100_app2.swc,Xu_BA071_CP_2,A01
48.0,6647.610055,3.0,48.0,6647.61,3.0,4.0,9.0,6.0,150.484,187.707,0.0,16.0308,409.535,18218.7,99406.2,170.811,171.707,2.0,0.992527,4.22222,0.943778,74.5667,83.0157,0.930647,segment_0202_app2.swc,Xu_BA071_CP_2,A01
57.0,2463.00864,2.0,57.0,2463.01,2.0,1.0,2.0,2.0,59.3211,528.77,0.0,10.8134,546.352,18341.0,61829.7,327.26,342.409,1.0,0.97276,27.0,1.0042,171.894,177.768,0.957902,segment_0283_app2.swc,Xu_BA071_CP_2,A01
138.0,3216.990877,3.0,138.0,3216.99,3.0,3.0,7.0,5.0,503.25,424.164,0.0,8.93788,1331.82,36571.6,106335.0,436.788,448.965,3.0,0.978626,18.5714,0.812396,74.0874,55.1962,1.08444,segment_0346_app2.swc,Xu_BA071_CP_2,A01
141.0,5541.769441,3.0,141.0,5541.77,3.0,2.0,5.0,4.0,570.846,642.168,0.0,11.7219,1363.9,47831.3,173564.0,446.743,458.88,2.0,0.985982,27.0,0.928737,85.5913,64.757,1.00532,segment_0092_app2.swc,Xu_BA071_CP_2,A01
110.0,2123.716634,2.0,110.0,2123.72,2.0,1.0,2.0,2.0,192.661,976.507,0.0,9.35104,1076.89,31416.7,84966.8,674.686,745.896,1.0,0.915905,53.5,0.961342,157.264,174.49,0.981462,segment_0255_app2.swc,Xu_BA071_CP_2,A01
28.0,5026.548246,2.0,28.0,5026.55,2.0,2.0,4.0,3.0,206.0,66.5683,0.0,17.3691,244.935,13235.2,68813.4,147.092,154.558,2.0,0.971095,5.75,0.930031,105.919,115.748,0.953445,segment_0033_app2.swc,Xu_BA071_CP_2,A01
90.0,5026.548246,2.0,90.0,5026.55,2.0,3.0,6.0,4.0,546.891,389.802,0.0,13.5349,845.601,34734.9,148406.0,484.392,525.01,2.0,0.973683,13.8333,0.970389,86.009,111.321,0.981554,segment_0158_app2.swc,Xu_BA071_CP_2,A01
85.0,5541.769441,2.0,85.0,5541.77,2.0,2.0,4.0,3.0,229.253,675.844,0.0,14.926,818.033,37989.5,180967.0,445.845,467.8,2.0,0.986726,20.0,0.903951,116.269,118.94,1.00899,segment_0082_app2.swc,Xu_BA071_CP_2,A01
116.0,2463.00864,2.0,116.0,2463.01,2.0,2.0,4.0,3.0,208.523,800.436,0.0,8.981,1123.85,31296.6,83542.2,694.001,738.898,2.0,0.87896,27.75,0.764395,124.542,64.321,1.02239,segment_0074_app2.swc,Xu_BA071_CP_2,A01
140.0,3631.681108,3.0,140.0,3631.68,3.0,4.0,9.0,6.0,804.855,283.531,0.0,11.2887,1354.58,47614.8,161502.0,489.949,530.695,3.0,0.980234,14.4444,0.90648,87.4192,82.6557,1.00105,segment_0245_app2.swc,Xu_BA071_CP_2,A01
59.0,5541.769441,3.0,59.0,5541.77,3.0,1.0,3.0,3.0,369.88,213.574,0.0,12.4818,560.405,21021.9,84725.6,292.375,305.179,1.0,0.972178,18.3333,0.916378,126.658,103.764,0.999107,segment_0148_app2.swc,Xu_BA071_CP_2,A01
64.0,8494.866535,3.0,64.0,8494.87,3.0,2.0,5.0,4.0,363.361,235.161,0.0,16.1023,609.247,30068.9,151956.0,293.683,304.615,2.0,0.969615,11.6,0.840571,106.414,77.5389,0.998975,segment_0406_app2.swc,Xu_BA071_CP_2,A01
14.0,4071.504079,2.0,14.0,4071.5,2.0,1.0,2.0,2.0,86.8888,42.2505,0.0,13.6072,112.035,4064.94,15605.0,57.9023,61.6189,1.0,0.967892,5.5,0.972222,49.6988,126.51,1.05063,segment_0110_app2.swc,Xu_BA071_CP_2,A01
109.0,4071.504079,4.0,109.0,4071.5,4.0,5.0,13.0,9.0,221.861,323.78,0.0,9.26422,1020.77,27589.4,87994.3,227.691,232.828,3.0,0.977979,7.30769,0.76515,89.7633,65.4679,1.01682,segment_0235_app2.swc,Xu_BA071_CP_2,A01
45.0,4536.459792,2.0,45.0,4536.46,2.0,3.0,6.0,4.0,255.837,199.402,0.0,13.1048,403.03,15960.4,63581.5,239.872,245.088,3.0,0.968294,6.33333,0.892437,99.0675,117.351,0.923998,segment_0053_app2.swc,Xu_BA071_CP_2,A01
95.0,3631.681108,3.0,95.0,3631.68,3.0,3.0,7.0,5.0,276.607,531.889,0.0,9.30998,908.544,25462.3,73913.3,344.679,406.222,3.0,0.979462,12.4286,0.851044,95.9406,106.869,0.993519,segment_0376_app2.swc,Xu_BA071_CP_2,A01
36.0,4071.504079,3.0,36.0,4071.5,3.0,2.0,5.0,4.0,76.0,220.443,0.0,13.5265,323.63,12920.1,54742.3,148.014,155.325,2.0,0.953002,6.0,0.859111,89.0919,106.876,0.990926,segment_0023_app2.swc,Xu_BA071_CP_2,A01
98.0,16286.016316,1.0,98.0,16286.0,1.0,2.0,5.0,3.0,458.068,270.548,0.0,10.4535,937.13,30744.4,163251.0,487.206,513.242,3.0,0.975024,18.4,0.923651,66.4329,73.6466,1.04164,segment_0170_app2.swc,Xu_BA071_CP_2,A01
32.0,2827.433388,2.0,32.0,2827.43,2.0,1.0,2.0,2.0,299.337,26.1712,0.0,8.40172,306.818,8302.33,25718.8,202.505,207.704,1.0,0.977109,14.5,0.86883,164.679,175.774,0.954399,segment_0341_app2.swc,Xu_BA071_CP_2,A01
39.0,6082.123377,3.0,39.0,6082.12,3.0,1.0,3.0,3.0,238.528,155.752,0.0,16.7728,373.329,20018.7,105329.0,133.208,147.282,1.0,0.96183,11.6667,0.808264,123.402,144.269,0.990926,segment_0321_app2.swc,Xu_BA071_CP_2,A01
3.0,3361.739953,1.0,3.0,3361.74,1.0,0.0,1.0,1.0,12.5991,13.3583,0.0,15.3333,19.5812,1418.84,8565.67,18.3625,19.5812,1.0,0.937763,1.0,0.855955,,,0.0,segment_0137_app2.swc,Xu_BA071_CP_2,A01
1.0,26590.44022,0.0,1.0,26590.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0306_app2.swc,Xu_BA071_CP_2,A01
164.0,3216.990877,3.0,164.0,3216.99,3.0,3.0,7.0,5.0,716.368,443.531,0.0,9.70652,1596.77,47898.1,142312.0,485.365,574.79,3.0,0.929926,22.2857,0.839792,88.7884,92.5458,1.05833,segment_0351_app2.swc,Xu_BA071_CP_2,A01
79.0,3216.990877,3.0,79.0,3216.99,3.0,1.0,3.0,3.0,402.831,288.093,0.0,8.78908,763.46,20557.7,59214.0,355.871,425.709,1.0,0.922455,25.0,0.884144,122.332,51.6661,0.934806,segment_0390_app2.swc,Xu_BA071_CP_2,A01
51.0,9160.884178,4.0,51.0,9160.88,4.0,2.0,6.0,5.0,219.919,182.548,0.0,14.1048,472.885,19580.9,110622.0,208.874,222.334,2.0,0.981452,7.33333,0.87604,126.848,105.466,0.985993,segment_0186_app2.swc,Xu_BA071_CP_2,A01
99.0,3631.681108,3.0,99.0,3631.68,3.0,1.0,3.0,3.0,483.33,451.339,0.0,9.43362,956.809,27239.6,82558.5,448.463,466.581,1.0,0.949889,31.6667,0.935414,130.578,76.4388,0.981378,segment_0160_app2.swc,Xu_BA071_CP_2,A01
43.0,4071.504079,2.0,43.0,4071.5,2.0,1.0,2.0,2.0,49.3356,385.192,0.0,8.48939,404.213,9973.29,26888.4,268.433,279.001,1.0,0.955069,20.0,0.886458,152.782,169.415,0.962325,segment_0284_app2.swc,Xu_BA071_CP_2,A01
37.0,5026.548246,3.0,37.0,5026.55,3.0,1.0,3.0,3.0,175.607,193.685,0.0,15.2525,340.895,15586.5,74544.4,158.79,159.369,1.0,0.976801,11.0,0.888423,116.338,118.744,1.01697,segment_0416_app2.swc,Xu_BA071_CP_2,A01
108.0,8494.866535,3.0,108.0,8494.87,3.0,1.0,3.0,3.0,545.445,411.481,0.0,18.3912,1050.98,59852.1,331497.0,417.282,516.27,1.0,0.912896,34.6667,0.922385,134.95,115.989,0.988579,segment_0127_app2.swc,Xu_BA071_CP_2,A01
52.0,2463.00864,2.0,52.0,2463.01,2.0,2.0,4.0,3.0,248.219,305.129,0.0,9.96624,497.852,15415.7,47432.6,195.666,276.08,2.0,0.961637,11.75,1.30923,97.2423,141.735,0.987002,segment_0189_app2.swc,Xu_BA071_CP_2,A01
69.0,2463.00864,2.0,69.0,2463.01,2.0,1.0,2.0,2.0,332.508,500.68,0.0,9.01051,662.81,18146.9,52840.7,376.453,390.93,1.0,0.958111,33.0,1.02412,179.341,137.117,0.991013,segment_0196_app2.swc,Xu_BA071_CP_2,A01
109.0,242794.84664,2.0,109.0,242795.0,2.0,3.0,6.0,4.0,515.239,376.627,0.0,115.596,1050.5,378350.0,1.69424,330.76,383.293,3.0,0.96946,17.0,0.999702,99.3688,104.394,0.958146,segment_0004_app2.swc,Xu_BA071_CP_2,A01
52.0,2463.00864,2.0,52.0,2463.01,2.0,1.0,2.0,2.0,223.216,357.6,0.0,10.3471,491.163,15376.4,45491.3,335.532,379.353,1.0,0.93562,24.5,1.0,153.369,109.955,0.963658,segment_0262_app2.swc,Xu_BA071_CP_2,A01
100.0,6647.610055,3.0,100.0,6647.61,3.0,2.0,5.0,4.0,624.297,253.187,0.0,16.2535,952.175,46603.1,216647.0,598.89,799.742,2.0,0.937607,18.8,0.972739,89.3571,63.7606,1.02031,segment_0128_app2.swc,Xu_BA071_CP_2,A01
110.0,7853.981634,3.0,110.0,7853.98,3.0,3.0,7.0,5.0,556.84,327.876,0.0,13.2687,1053.17,41252.3,210759.0,447.838,453.515,3.0,0.984513,14.5714,0.903027,82.4753,98.9234,1.06707,segment_0309_app2.swc,Xu_BA071_CP_2,A01
53.0,3216.990877,2.0,53.0,3216.99,2.0,3.0,6.0,4.0,378.75,180.726,0.0,10.7689,484.448,15543.1,54666.9,243.874,245.489,2.0,0.982907,7.66667,0.928945,92.1593,102.751,0.990912,segment_0294_app2.swc,Xu_BA071_CP_2,A01
131.0,4536.459792,3.0,131.0,4536.46,3.0,3.0,7.0,5.0,627.148,429.258,0.0,8.33229,1260.28,32033.2,85594.9,395.093,536.536,2.0,0.974002,17.5714,0.929674,73.405,96.5295,1.01092,segment_0272_app2.swc,Xu_BA071_CP_2,A01
74.0,16406.757245,1.0,74.0,16406.8,1.0,1.0,3.0,2.0,267.091,423.69,0.0,11.0962,716.998,25453.0,136964.0,423.706,645.813,2.0,0.920109,23.3333,1.19374,65.1591,122.64,1.00197,segment_0199_app2.swc,Xu_BA071_CP_2,A01
37.0,5026.548246,2.0,37.0,5026.55,2.0,2.0,4.0,3.0,171.492,236.46,0.0,16.7338,339.137,17903.6,95409.8,179.955,198.883,2.0,0.967947,8.0,0.944923,105.252,134.168,0.990446,segment_0212_app2.swc,Xu_BA071_CP_2,A01
129.0,6082.123377,4.0,129.0,6082.12,4.0,4.0,10.0,7.0,367.727,592.898,0.0,9.43254,1234.61,35217.3,125764.0,386.835,432.179,3.0,0.969373,11.8,0.806266,84.4179,70.4356,1.01666,segment_0379_app2.swc,Xu_BA071_CP_2,A01
61.0,2123.716634,2.0,61.0,2123.72,2.0,1.0,2.0,2.0,140.766,540.502,0.0,8.46184,581.862,14921.9,38078.1,350.777,362.826,1.0,0.978798,29.0,0.990704,149.471,149.141,1.04192,segment_0043_app2.swc,Xu_BA071_CP_2,A01
100.0,3631.681108,3.0,100.0,3631.68,3.0,1.0,3.0,3.0,535.307,430.5,0.0,10.269,972.921,30872.4,105738.0,458.415,466.581,1.0,0.957983,32.0,0.825239,89.4258,72.4388,1.02586,segment_0225_app2.swc,Xu_BA071_CP_2,A01
64.0,3216.990877,2.0,64.0,3216.99,2.0,1.0,2.0,2.0,518.0,295.341,0.0,7.88618,618.942,15043.9,38314.0,416.141,432.398,1.0,0.978339,30.5,0.900141,175.588,163.453,0.971079,segment_0138_app2.swc,Xu_BA071_CP_2,A01
52.0,6082.123377,2.0,52.0,6082.12,2.0,1.0,2.0,2.0,163.554,441.086,0.0,24.2477,500.064,38374.9,252826.0,283.564,302.416,1.0,0.956255,24.5,0.979489,174.964,161.747,0.973313,segment_0316_app2.swc,Xu_BA071_CP_2,A01
178.0,3631.681108,3.0,178.0,3631.68,3.0,3.0,7.0,5.0,537.922,764.053,0.0,8.47602,1727.1,44967.2,114840.0,462.151,487.732,2.0,0.94751,24.2857,0.965456,74.4792,86.8667,1.01831,segment_0140_app2.swc,Xu_BA071_CP_2,A01
105.0,4071.504079,3.0,105.0,4071.5,3.0,6.0,13.0,8.0,196.281,535.88,0.0,12.3804,987.622,37809.4,148175.0,287.453,305.726,4.0,0.99143,7.0,0.905225,79.0436,94.1942,0.989155,segment_0073_app2.swc,Xu_BA071_CP_2,A01
63.0,14526.72443,1.0,63.0,14526.7,1.0,0.0,1.0,1.0,555.777,194.933,0.0,54.6851,618.01,107894.0,1.52127,584.662,618.01,1.0,0.946039,61.0,1.02941,,,0.955733,segment_0371_app2.swc,Xu_BA071_CP_2,A01
39.0,5541.769441,2.0,39.0,5541.77,2.0,1.0,2.0,2.0,308.504,84.4565,0.0,16.4628,369.498,19042.5,98066.9,228.724,273.129,1.0,0.888963,18.0,0.928571,178.444,170.529,0.960825,segment_0014_app2.swc,Xu_BA071_CP_2,A01
35.0,2463.00864,2.0,35.0,2463.01,2.0,1.0,2.0,2.0,206.299,254.723,0.0,12.0155,332.363,12610.8,44906.6,166.847,167.979,1.0,0.993164,16.0,0.964286,174.283,166.446,0.981737,segment_0397_app2.swc,Xu_BA071_CP_2,A01
63.0,5026.548246,3.0,63.0,5026.55,3.0,2.0,5.0,4.0,178.604,339.187,0.0,10.8788,586.177,18234.0,62038.8,222.446,234.249,2.0,0.960092,11.4,0.862797,80.7537,92.9863,1.04717,segment_0319_app2.swc,Xu_BA071_CP_2,A01
58.0,9852.034562,2.0,58.0,9852.03,2.0,2.0,4.0,3.0,309.844,361.747,0.0,17.8964,544.562,28479.8,203040.0,412.056,420.581,2.0,0.980856,13.25,0.991071,104.968,124.571,0.986259,segment_0242_app2.swc,Xu_BA071_CP_2,A01
1.0,202682.991639,0.0,1.0,202683.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,segment_0117_app2.swc,Xu_BA071_CP_2,A01
46.0,4536.459792,2.0,46.0,4536.46,2.0,1.0,2.0,2.0,170.821,386.415,0.0,23.8372,445.69,34090.3,213063.0,363.581,377.217,1.0,0.960097,21.5,0.764668,116.844,150.47,0.922179,segment_0118_app2.swc,Xu_BA071_CP_2,A01
62.0,2463.00864,2.0,62.0,2463.01,2.0,2.0,4.0,3.0,395.032,230.117,0.0,9.6681,583.84,17187.3,50510.3,280.421,282.511,2.0,0.975124,14.25,0.915484,122.234,154.271,0.999999,segment_0388_app2.swc,Xu_BA071_CP_2,A01
51.0,3216.990877,2.0,51.0,3216.99,2.0,1.0,2.0,2.0,92.4316,456.654,0.0,8.37868,481.175,11798.3,33968.2,377.913,391.213,1.0,0.981021,24.0,0.959634,154.959,153.723,0.969182,segment_0398_app2.swc,Xu_BA071_CP_2,A01
31.0,5026.548246,2.0,31.0,5026.55,2.0,1.0,2.0,2.0,25.0391,283.486,0.0,28.9425,287.739,26784.9,212181.0,258.52,261.268,1.0,0.974926,14.0,0.910873,150.016,179.577,0.949022,segment_0252_app2.swc,Xu_BA071_CP_2,A01
91.0,8494.866535,2.0,91.0,8494.87,2.0,1.0,2.0,2.0,555.727,536.022,0.0,24.1471,889.964,67756.8,493486.0,594.444,626.512,1.0,0.967488,44.0,0.956908,172.382,123.433,0.989567,segment_0095_app2.swc,Xu_BA071_CP_2,A01
122.0,4071.504079,3.0,122.0,4071.5,3.0,5.0,11.0,7.0,376.062,521.359,0.0,11.092,1137.93,37545.8,127713.0,311.886,325.427,4.0,0.985602,10.0,0.862346,76.0775,72.4186,1.0142,segment_0339_app2.swc,Xu_BA071_CP_2,A01
46.0,4536.459792,2.0,46.0,4536.46,2.0,1.0,2.0,2.0,238.497,242.135,0.0,10.8054,432.828,13817.7,46011.8,286.253,380.098,1.0,0.824714,21.5,1.0,150.632,124.491,0.986907,segment_0411_app2.swc,Xu_BA071_CP_2,A01
136.0,15393.804003,3.0,136.0,15393.8,3.0,2.0,5.0,4.0,442.579,979.848,0.0,30.5726,1321.09,125852.0,1.14583,531.889,570.052,2.0,0.971911,26.0,0.915817,53.5608,98.1068,0.99823,segment_0326_app2.swc,Xu_BA071_CP_2,A01
59.0,4071.504079,2.0,59.0,4071.5,2.0,4.0,8.0,5.0,174.746,344.246,0.0,17.0234,538.729,27969.8,132115.0,260.751,299.035,3.0,0.947115,6.25,0.886157,90.4801,119.191,0.975706,segment_0085_app2.swc,Xu_BA071_CP_2,A01
50.0,2827.433388,2.0,50.0,2827.43,2.0,1.0,2.0,2.0,262.23,397.188,0.0,7.70416,482.32,11574.5,30151.3,391.369,395.789,1.0,0.986328,23.5,0.883373,179.366,172.775,0.987139,segment_0150_app2.swc,Xu_BA071_CP_2,A01
26.0,7853.981634,3.0,26.0,7853.98,3.0,1.0,3.0,3.0,150.988,119.073,0.0,25.4976,231.17,18137.6,137046.0,130.523,135.34,1.0,0.980543,7.33333,0.933333,138.219,172.502,0.98864,segment_0401_app2.swc,Xu_BA071_CP_2,A01
71.0,7853.981634,4.0,71.0,7853.98,4.0,2.0,6.0,5.0,391.256,167.579,0.0,17.5524,654.574,33069.5,172888.0,335.517,349.579,2.0,0.977724,10.6667,0.941987,50.5621,69.7291,0.999983,segment_0387_app2.swc,Xu_BA071_CP_2,A01
111.0,2463.00864,2.0,111.0,2463.01,2.0,3.0,6.0,4.0,427.0,443.345,0.0,9.69931,1065.12,31396.9,101618.0,400.734,787.338,3.0,0.907063,17.3333,0.832214,92.5185,72.556,1.02499,segment_0024_app2.swc,Xu_BA071_CP_2,A01
58.0,5541.769441,2.0,58.0,5541.77,2.0,3.0,6.0,4.0,378.586,211.026,0.0,15.9055,534.785,25664.4,132725.0,330.07,347.393,2.0,0.96985,8.5,0.933794,96.2663,112.808,1.03878,segment_0034_app2.swc,Xu_BA071_CP_2,A01
54.0,4071.504079,2.0,54.0,4071.5,2.0,2.0,4.0,3.0,121.112,408.99,0.0,10.6328,496.361,14655.8,50078.7,355.3,362.459,2.0,0.973758,12.25,0.963371,112.692,100.505,1.02703,segment_0336_app2.swc,Xu_BA071_CP_2,A01
116.0,9160.884178,3.0,116.0,9160.88,3.0,4.0,9.0,6.0,635.769,276.446,0.0,29.4112,1093.65,99444.1,755314.0,583.401,667.057,4.0,0.976238,11.7778,0.975181,77.7549,110.748,1.01518,segment_0408_app2.swc,Xu_BA071_CP_2,A01
37.0,10568.317687,3.0,37.0,10568.3,3.0,1.0,3.0,3.0,141.332,267.027,0.0,35.6045,349.077,39652.9,380543.0,192.884,196.919,1.0,0.986309,11.0,0.888307,125.867,151.285,0.976549,segment_0367_app2.swc,Xu_BA071_CP_2,A01
